WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G,Year,month,day
10.13,0,0.4,0,12.8,0,5.7,1.1,1964,10,16
5.58,0,0,0,12.4,0,1.8,-1.8,1964,10,17
4.17,0,0.2,0,17.2,2,4,5,1964,10,18
5.17,0,0,0,17.1,0,11.8,6.6,1964,10,19
5.75,0,1.2,0,16,0,6.2,1.7,1964,10,20
5.25,0,0,0,15.4,0,10.2,6.7,1964,10,21
12,0,1.6,0,10.4,0,6.2,3.9,1964,10,22
14.71,0,0.1,0,9.3,0,5,-0.7,1964,10,23
10.37,0,1,0,11,0,0.8,-2.6,1964,10,24
6.25,4,0,0,12.8,0,4.3,5,1964,10,25
6.25,0,0.9,0,14.4,0,6.3,3.7,1964,10,26
2.54,0,0,0,15.3,0,7.8,3.3,1964,10,27
2.46,0,0,0,13.2,0,2.3,-1.2,1964,10,28
1.92,0,0,0,10.3,0,4.4,0.1,1964,10,29
1.75,0,0,0,11.7,0,4.9,2.1,1964,10,30
6.21,0,0.3,0,12.8,0,7.8,6.1,1964,10,31
2.46,0,0,0,12.1,0,5.4,2.2,1964,11,1
6.17,0,0,0,10.9,0,1.1,-1.9,1964,11,2
8.54,0,0,0,10.7,0,2.1,-2.2,1964,11,3
9.67,0,0,0,10.6,0,5.4,0.4,1964,11,4
8,0,0,0,10.2,0,8.2,7.2,1964,11,5
5.88,0,0,0,9.7,0,7.2,6.4,1964,11,6
9.21,0,0,0,10.1,0,1.8,-2.6,1964,11,7
7.71,0,0,0,9.4,0,0.6,-4,1964,11,8
3.46,0,0,0,10.1,1,-5,-7.8,1964,11,9
2.96,0,0.7,0,10.2,1,-5,-7.9,1964,11,10
8.96,0,0.3,0,14.1,3,-3.9,-6.9,1964,11,11
14.04,0,1.9,0,14.3,0,3.3,3.2,1964,11,12
16.13,0,0.6,0,14.3,0,7.9,5.7,1964,11,13
17.88,0,2.2,0,12.8,0,5.4,2.8,1964,11,15
17.33,0,6.3,0,13.3,0,7.1,7.3,1964,11,16
9.62,0,5.2,0,15.6,0,5.8,2.8,1964,11,17
12.42,0,0.3,0,14.4,0,7.4,2.8,1964,11,18
11.29,0,0,0,12.6,0,10.9,8.3,1964,11,19
9.25,0,0,0,11.1,0,5.1,-0.2,1964,11,20
6.46,0,0.3,0,13.8,0,4.6,1.6,1964,11,21
11.63,0,0.1,0,12.9,2,6.3,6.8,1964,11,22
13.54,0,0,0,14,0,7.6,7.8,1964,11,23
18.16,4,0,0,14.4,0,8.2,5,1964,11,24
8.5,0,0.1,0,13.4,0,9.8,8.2,1964,11,25
13.21,0,1.7,0,13.2,0,9.9,8,1964,11,26
16.08,0,0,0,7,0,2.1,-1,1964,11,27
15.41,0,1.6,0,6.8,0,0.4,-2.4,1964,11,28
14.71,0,0.7,0,7.2,0,0.8,5,1964,11,29
11.12,0,0,0,6.8,1,-0.9,-6,1964,11,30
12.42,4,0,0,7.8,0,2.2,-1.1,1964,12,1
15.04,0,0.7,0,10.3,1,-1.4,-6.1,1964,12,2
15.79,0,0.1,0,7.2,0,3.3,1.4,1964,12,3
9.54,0,1.4,0,10.7,0,2.1,-1,1964,12,4
16.42,0,0.4,0,12.1,0,1.1,-0.4,1964,12,5
19.38,0,11.4,0,12.7,0,7.8,7.8,1964,12,6
16.75,0,7,0,13.7,0,6.3,1.7,1964,12,7
20.88,0,15.5,0,12.9,0,4.8,2.6,1964,12,8
13.54,4,0,0,11,0,6.8,7.2,1964,12,9
7.17,0,0,0,8.2,0,0.2,-4,1964,12,10
14,0,11.8,0,13.3,1,-3.2,-7.9,1964,12,11
12.75,0,18.5,0,13.2,1,-2.6,5,1964,12,12
15.71,0,0,0,12.4,0,4.4,2.3,1964,12,13
8.87,0,0,0,5.1,0,0.1,-4.4,1964,12,14
7.83,0,6.7,0,9,1,-4,-8.3,1964,12,15
9.87,0,0.7,0,7.9,1,-3.9,5,1964,12,16
8.21,0,0.2,0,6.7,0,4.4,0,1964,12,17
3.21,0,0,0,4.4,0,1.9,-1.7,1964,12,18
6.29,0,0.5,0,7.1,0,0.8,-0.3,1964,12,19
14.37,0,0.3,0,7.1,0,3.2,-0.6,1964,12,21
15.04,4,0,2,7,0,5.3,3,1964,12,22
10.34,0,4.3,0,6.2,0,4.6,2.7,1964,12,23
10.17,0,0,0,5.6,0,1.1,-1.2,1964,12,24
10.79,4,0,0,5,1,-2.7,-5.7,1964,12,25
8.71,0,18.7,0,3.7,1,-2.6,-5.6,1964,12,26
10.37,0,2.8,0,4.2,1,-0.9,-2.2,1964,12,27
6.96,0,1.8,0,7.9,1,-3.6,-7.9,1964,12,28
17.88,0,1.3,0,9.4,1,-3.4,5,1964,12,29
20.3,0,3.4,0,5.6,0,5,3.9,1964,12,30
19.83,0,0.3,0,6.2,0,1.6,-0.4,1964,12,31
10.25,0,0,4,10,4,9,-2.2,1965,1,1
7.79,0,0.6,4,10,4,9,-5.5,1965,1,2
8.63,4,0,4,10,4,9,-4.6,1965,1,3
7.71,4,0,4,10,4,9,-7.7,1965,1,4
7.62,4,0,4,10,4,9,-10.4,1965,1,5
14.79,0,0.2,4,10,4,9,3.2,1965,1,6
13.17,0,2.9,4,10,4,9,8.4,1965,1,7
13.21,0,1.4,4,10,4,9,2.6,1965,1,8
21.84,0,5.6,4,10,4,9,0.5,1965,1,9
19.62,0,0.3,4,10,4,9,6.6,1965,1,10
18.12,0,0.3,4,10,4,9,5.2,1965,1,11
17.21,0,4.1,4,10,4,9,0.5,1965,1,12
20.12,0,3.5,4,10,4,9,-1.1,1965,1,14
17.08,0,5.5,4,10,4,9,-0.7,1965,1,15
18.84,0,4.7,4,10,4,9,0,1965,1,16
16.96,4,0,4,10,4,9,0.6,1965,1,18
10.63,0,32.4,4,10,4,9,-4.3,1965,1,19
20.12,0,2.1,4,10,4,9,0.5,1965,1,20
10.63,0,3.5,4,10,4,9,-6.1,1965,1,21
11.34,0,0,4,10,4,9,-3.4,1965,1,22
9.92,0,1,4,10,4,9,-1.1,1965,1,23
5.58,0,0.2,4,10,4,9,-1.1,1965,1,24
5.5,0,0,4,10,4,9,-0.3,1965,1,25
8.87,0,4.2,4,10,4,9,0.4,1965,1,26
9.33,0,4.9,4,10,4,9,-0.6,1965,1,27
10.29,0,3.3,4,10,4,9,-1.4,1965,1,28
13.29,0,0,4,10,4,9,-0.6,1965,1,29
15.09,0,0,4,10,4,9,-0.5,1965,1,30
13.88,0,0,4,10,4,9,0,1965,1,31
8.63,0,0,4,10,4,9,-7.2,1965,2,1
8.83,0,0,4,10,4,9,-2.6,1965,2,2
4.21,0,0,4,10,4,9,-9.2,1965,2,3
3.63,0,0,4,10,4,9,-1,1965,2,4
5.66,0,0,4,10,4,9,-6.2,1965,2,5
4.79,0,0,4,10,4,9,0.5,1965,2,6
9.38,0,0,4,10,4,9,2.6,1965,2,7
4.79,0,0,4,10,4,9,-3.2,1965,2,8
6,0,0.3,4,10,4,9,2.5,1965,2,9
7.29,0,0,4,10,4,9,0,1965,2,10
12.87,0,0,4,10,4,9,1.2,1965,2,11
21.04,0,0.9,4,10,4,9,5,1965,2,12
18.63,4,0,4,10,4,9,0.2,1965,2,13
9.29,0,0,4,10,4,9,-4.5,1965,2,14
8.33,0,0,4,10,4,9,1.3,1965,2,15
5.88,0,0,4,10,4,9,-0.2,1965,2,16
9.42,4,0,4,10,4,9,4.8,1965,2,17
4.25,4,0,4,10,4,9,-4.5,1965,2,18
13.46,4,0,4,10,4,9,4.6,1965,2,19
15.92,0,1.1,4,10,4,9,3.2,1965,2,20
11.83,0,0.4,4,10,4,9,0.8,1965,2,21
10,0,0.1,4,10,4,9,1.7,1965,2,22
7.41,0,1.5,4,10,4,9,2.6,1965,2,23
12.42,0,1,4,10,4,9,-0.5,1965,2,24
4.79,0,0,4,10,4,9,-7.7,1965,2,25
10.83,0,0.4,4,10,4,9,-5.8,1965,2,26
8.46,0,0.1,4,10,4,9,-1.2,1965,2,27
11,0,1.1,4,10,4,9,-5.5,1965,2,28
17.33,0,3.1,4,10,4,9,-5.5,1965,3,1
8.79,0,0.4,4,10,4,9,-8.8,1965,3,2
14.83,0,6.3,4,10,4,9,-5.5,1965,3,3
22.46,0,0,4,10,4,9,-0.3,1965,3,4
11.54,0,0,4,10,4,9,-3.4,1965,3,5
8.46,0,0,4,10,4,9,-7.7,1965,3,6
10.63,0,0,4,10,4,9,-7,1965,3,7
8.46,0,0,4,10,4,9,-5.5,1965,3,8
9.33,0,0,4,10,4,9,-8.1,1965,3,9
18.34,0,0,4,10,4,9,0.7,1965,3,10
12.42,0,0.4,4,10,4,9,-2.5,1965,3,11
13.17,0,0.6,4,10,4,9,4.4,1965,3,12
8.58,4,0,4,10,4,9,-0.3,1965,3,13
9.21,0,0,4,10,4,9,3.5,1965,3,14
15.92,0,2.4,4,10,4,9,4.8,1965,3,15
20.3,0,1.3,4,10,4,9,4.4,1965,3,16
6.63,0,0.6,4,10,4,9,2.1,1965,3,17
12.96,0,0.7,4,10,4,9,-0.7,1965,3,18
7.12,0,3.2,4,10,4,9,-1.6,1965,3,19
12.58,0,6.6,4,10,4,9,2.3,1965,3,20
12.08,0,5,4,10,4,9,4,1965,3,21
8.38,0,4.5,4,10,4,9,3.8,1965,3,22
10.5,0,1,4,10,4,9,6.1,1965,3,23
14.04,0,2.7,4,10,4,9,2.2,1965,3,24
17.12,0,6.8,4,10,4,9,0,1965,3,25
14.04,0,0.6,4,10,4,9,2.6,1965,3,26
16.66,4,0,4,10,4,9,8.3,1965,3,27
7.41,0,0,4,10,4,9,-1.1,1965,3,28
5.71,0,0,4,10,4,9,-5.2,1965,3,29
10.83,0,0,4,10,4,9,-3.2,1965,3,30
10.67,0,0,4,10,4,9,-0.5,1965,3,31
8.67,0,0,0,11.1,0,6.1,-2.2,1965,4,1
8.12,0,0,0,16.7,0,1.8,-3.2,1965,4,2
8.71,0,0,0,15,0,0,-4.3,1965,4,3
11.34,0,1,0,13.8,0,7.2,4.4,1965,4,4
4.88,0,1.4,0,10.7,0,6.4,2.7,1965,4,5
9.17,0,1,0,11.7,0,0.6,-3.3,1965,4,6
8.08,0,0.2,0,11.8,0,1.9,-2.2,1965,4,7
9.92,0,0.6,0,13.9,2,7,4.6,1965,4,8
12.17,0,10.2,0,13.9,0,2.9,-1.7,1965,4,9
18,0,0.9,0,12.2,0,6.6,6.8,1965,4,10
19.55,0,3.9,0,9.4,0,3.7,1.7,1965,4,11
18.66,0,0.6,0,12.1,0,4.4,1.9,1965,4,12
10.37,0,4.3,0,12.9,0,3.4,-0.1,1965,4,13
12.46,0,1.3,0,14.6,0,7.4,6.7,1965,4,14
15.34,0,0.1,0,14.4,0,10.6,9.7,1965,4,15
16.21,0,0.8,0,14.4,0,7.7,5.3,1965,4,16
21.87,0,0.8,0,12.3,0,3.9,0.6,1965,4,18
20.38,0,0.1,0,11.7,0,0.7,-0.8,1965,4,19
8.04,0,0,0,8.9,0,1.7,-1.9,1965,4,20
7.5,4,0,0,10.1,1,-1.7,-6.1,1965,4,21
4.79,0,2,0,12.1,0,3.4,-2.9,1965,4,22
8.67,0,0.2,0,12.8,0,4,1.8,1965,4,23
8.08,0,5.2,4,10,0,3.2,-2,1965,4,24
10.88,0,0.3,4,10,4,9,5,1965,4,25
21.5,0,2.8,0,12.3,0,5.4,2.2,1965,4,26
12.21,0,2.7,0,11.8,0,5.4,2.8,1965,4,27
8.33,0,0.3,0,10.3,0,5.4,4.6,1965,4,28
6.92,0,0,0,10.7,0,6.2,3.4,1965,4,29
10.25,0,0,0,12.2,0,7.2,3.3,1965,4,30
12.12,0,1.2,4,10,4,9,7.4,1965,5,1
14,0,1.4,4,10,4,9,7.8,1965,5,2
7.46,0,3,4,10,4,9,2.1,1965,5,3
11,0,3.6,4,10,4,9,4.7,1965,5,4
15.25,0,1.2,4,10,4,9,6.6,1965,5,5
7.08,0,4.5,4,10,4,9,-1.1,1965,5,6
11.58,0,1.4,4,10,4,9,7.1,1965,5,7
17.46,0,6.4,4,10,4,9,8.3,1965,5,8
15.25,4,0,4,10,4,9,5.6,1965,5,9
4.79,0,0,4,10,4,9,2.7,1965,5,10
3.79,0,0,4,10,4,9,10.1,1965,5,11
8.46,0,0,4,10,4,9,6.2,1965,5,12
7.41,0,0,4,10,4,9,5.1,1965,5,13
3.37,0,0,4,10,4,9,4.1,1965,5,14
3.25,0,1.8,4,10,4,9,4.1,1965,5,15
5.88,0,1,4,10,4,9,8.3,1965,5,16
6.83,0,10.8,4,10,4,9,8.8,1965,5,17
9.87,0,0.2,4,10,4,9,1.1,1965,5,18
4.08,0,0,4,10,4,9,-5,1965,5,19
7.17,0,6.2,4,10,4,9,-3.3,1965,5,20
12.62,0,4.1,4,10,4,9,7.7,1965,5,21
10.21,0,1.7,4,10,4,9,8.7,1965,5,22
12.83,0,0.6,4,10,4,9,7.3,1965,5,23
8.96,0,4.8,4,10,4,9,6.1,1965,5,24
7.87,4,0,4,10,4,9,6.3,1965,5,25
9.54,0,0.1,4,10,4,9,7.6,1965,5,26
12.38,4,0,4,10,4,9,4.2,1965,5,27
9.13,0,0,4,10,4,9,7.8,1965,5,28
8.5,4,0,4,10,4,9,4.4,1965,5,29
9.17,0,0,4,10,4,9,-1.6,1965,5,30
7.33,0,0,4,10,4,9,7.6,1965,5,31
4.17,4,0,0,14.3,0,7.8,5,1965,6,1
1.83,0,0,0,16,0,2.2,-1.1,1965,6,2
3.79,4,0,0,18.8,0,4.8,3.7,1965,6,3
6.5,0,17.6,0,17.1,0,6.8,3.4,1965,6,4
3.46,0,1.5,0,15.4,0,10.6,10,1965,6,5
4.58,0,1.3,0,15.1,0,8.4,5.7,1965,6,6
2.5,0,0,0,16.9,0,7.6,4.4,1965,6,7
4.42,0,0.3,0,18.6,0,6.3,5,1965,6,8
3.54,0,0,0,19,0,10.8,9.9,1965,6,9
4.42,0,1.3,0,19.6,0,6.8,3.9,1965,6,10
6.29,0,5,0,18.2,0,12.1,11.7,1965,6,11
5.46,0,0.2,0,20.6,0,11.6,9.4,1965,6,12
8.5,4,0,0,18.3,0,10.1,6.8,1965,6,13
7.17,0,8.6,0,21.2,0,9,6.2,1965,6,14
15.67,0,0.2,0,20.6,0,12.9,12.2,1965,6,15
11.17,0,3.3,0,18.8,0,11.2,9.4,1965,6,16
13.42,0,5.5,0,19,0,9.4,6.7,1965,6,17
13.83,0,0.3,0,19.2,0,10.7,8.3,1965,6,19
13.46,0,10,0,20.9,0,12.1,11.7,1965,6,20
5.17,0,16.4,0,20.1,2,10.6,5,1965,6,21
10.92,0,2.2,0,19,0,10.2,10.1,1965,6,22
21.04,0,1.4,0,19,0,12.4,10.7,1965,6,23
16.92,0,1.2,0,17.9,0,11.1,9.4,1965,6,24
15.12,0,1,0,18.3,0,14.1,13.4,1965,6,25
17,0,1.1,0,17.8,0,9.9,7.2,1965,6,26
8.83,4,0,0,17.1,0,9,4.4,1965,6,27
11.63,0,0.1,0,19.7,0,9.4,6.7,1965,6,28
4.12,0,0.2,0,19.8,0,13.8,13.7,1965,6,29
8.5,4,0,0,19.1,0,13.8,12.1,1965,6,30
8.54,4,0,4,10,4,9,5.1,1965,7,1
10.17,0,0,4,10,4,9,10.6,1965,7,2
9.38,0,0,4,10,4,9,4,1965,7,3
7.79,0,0,4,10,4,9,1.7,1965,7,4
9.92,0,0.3,4,10,4,9,8.2,1965,7,5
4.88,0,1.9,4,10,4,9,12.2,1965,7,6
7.75,0,0,4,10,4,9,5,1965,7,7
9.42,0,0.7,4,10,4,9,5.1,1965,7,8
7.04,0,0.3,4,10,4,9,4.3,1965,7,9
8.04,0,0.4,4,10,4,9,9.8,1965,7,10
10.08,0,0.2,4,10,4,9,10.8,1965,7,11
5.71,0,8.2,4,10,4,9,3.8,1965,7,12
4.5,0,6.1,4,10,4,9,12.3,1965,7,13
5.96,0,0.2,4,10,4,9,12.8,1965,7,14
8.04,4,0,4,10,4,9,12.1,1965,7,15
5.41,4,0,4,10,4,9,4.2,1965,7,16
4.88,0,0,4,10,4,9,5.8,1965,7,17
10.46,0,18.1,4,10,4,9,7.7,1965,7,18
8.83,0,0,4,10,4,9,11.3,1965,7,19
4.79,0,1.6,4,10,4,9,7.7,1965,7,20
7.21,0,9.5,4,10,4,9,10.5,1965,7,21
4.79,0,12.5,4,10,4,9,6.6,1965,7,22
6.96,0,4.1,4,10,4,9,7.6,1965,7,23
10.96,0,8.5,4,10,4,9,11.2,1965,7,24
7.79,0,0.1,4,10,4,9,12.8,1965,7,25
10.67,4,0,4,10,4,9,8.4,1965,7,26
12.96,0,2.3,4,10,4,9,11.1,1965,7,27
14.09,0,5.1,4,10,4,9,12.8,1965,7,28
18.71,0,0.2,4,10,4,9,12.3,1965,7,29
5.33,0,0.1,4,10,4,9,9.4,1965,7,30
13.29,0,0.9,4,10,4,9,2.8,1965,7,31
9.92,0,6.2,4,10,4,9,5.5,1965,8,1
7.71,0,6.7,4,10,4,9,10.6,1965,8,2
5.63,0,15.7,4,10,4,9,5.6,1965,8,3
11.92,0,0.2,4,10,4,9,12.5,1965,8,4
17.54,0,0,4,10,4,9,10.7,1965,8,5
12.33,0,2.8,4,10,4,9,7.7,1965,8,6
8.63,0,0.2,4,10,4,9,6,1965,8,7
3.58,0,0,4,10,4,9,6,1965,8,8
6.54,0,0.2,4,10,4,9,6.1,1965,8,9
9.75,0,0,4,10,4,9,10.7,1965,8,10
11.08,0,0,4,10,4,9,12.4,1965,8,11
11.17,0,0,4,10,4,9,14.4,1965,8,12
6.5,0,0,4,10,4,9,14.7,1965,8,13
7.12,0,0.2,4,10,4,9,12.7,1965,8,14
7.21,0,0,4,10,4,9,11.6,1965,8,15
7.87,0,0,4,10,4,9,10,1965,8,17
12.67,0,0,4,10,4,9,12.8,1965,8,18
10.96,0,1.4,4,10,4,9,9,1965,8,19
14.17,0,4.6,4,10,4,9,6.1,1965,8,20
14.88,0,2.2,4,10,4,9,11,1965,8,21
16.83,0,0.8,4,10,4,9,8.8,1965,8,22
16.42,0,4.7,4,10,4,9,11.1,1965,8,24
15.71,0,0.4,4,10,4,9,7.3,1965,8,25
7.79,0,0.6,4,10,4,9,10.3,1965,8,26
8.58,0,1.3,4,10,4,9,2,1965,8,27
16.92,0,0,4,10,4,9,12.2,1965,8,28
15.25,4,0,4,10,4,9,8.1,1965,8,29
11.87,0,1.8,4,10,4,9,7.1,1965,8,30
9.87,0,3,4,10,4,9,6.1,1965,8,31
7.75,0,0,4,10,4,9,1.6,1965,9,1
3.29,0,0,4,10,4,9,1.5,1965,9,2
10.63,0,0.8,4,10,4,9,2.2,1965,9,3
13.54,0,2,4,10,4,9,5,1965,9,4
11.29,0,0.5,4,10,4,9,9.6,1965,9,5
3.96,0,0.2,4,10,4,9,6.4,1965,9,6
5.33,4,0,4,10,4,9,3,1965,9,7
7.29,0,1.4,4,10,4,9,5,1965,9,8
16.33,0,1.4,4,10,4,9,5,1965,9,9
14.21,0,1,4,10,4,9,5,1965,9,10
10.92,0,0.2,4,10,4,9,9.7,1965,9,11
3.42,0,1.2,4,10,4,9,7.8,1965,9,12
2.71,0,1.2,4,10,4,9,10,1965,9,13
4.25,0,0.3,4,10,4,9,3.8,1965,9,14
6.42,0,2.5,4,10,4,9,13.2,1965,9,15
9.54,0,2,4,10,4,9,7.2,1965,9,16
12.71,0,25.1,4,10,4,9,6.3,1965,9,17
13.04,0,0.6,4,10,4,9,7.6,1965,9,18
9.25,4,0,4,10,4,9,0,1965,9,19
9.54,0,0,4,10,4,9,8.2,1965,9,20
12.21,4,0,4,10,4,9,6.6,1965,9,21
8.25,4,0,4,10,4,9,12.1,1965,9,22
4.21,0,2.6,4,10,4,9,7.5,1965,9,23
5.96,0,25.3,4,10,4,9,2.7,1965,9,24
4.29,4,0,4,10,4,9,10,1965,9,25
3.42,0,11,4,10,4,9,9.4,1965,9,26
5.37,0,0,4,10,4,9,0.6,1965,9,27
2.5,0,0,4,10,4,9,-2,1965,9,28
11.63,0,0.1,4,10,4,9,7.7,1965,9,29
15.63,4,0,4,10,4,9,9.8,1965,9,30
8,0,11.5,4,10,4,9,6.2,1965,10,1
4.67,0,1.5,4,10,4,9,8.7,1965,10,2
9.79,0,4.2,4,10,4,9,6.6,1965,10,3
6.79,0,1.5,4,10,4,9,12.3,1965,10,4
2.13,0,0.1,4,10,4,9,6.5,1965,10,5
0.42,0,2.5,4,10,4,9,5.1,1965,10,6
4.96,0,0.1,4,10,4,9,10.5,1965,10,7
10.71,4,0,4,10,4,9,12.7,1965,10,8
11.79,4,0,4,10,4,9,7.8,1965,10,9
9.04,4,0,4,10,4,9,1.6,1965,10,10
4,4,0,4,10,4,9,-0.5,1965,10,11
3,0,0,4,10,4,9,-1.3,1965,10,12
3.29,4,0,4,10,4,9,8.8,1965,10,13
6.75,0,2,4,10,4,9,2.7,1965,10,14
10.08,4,0,4,10,4,9,1.6,1965,10,15
5.29,4,0,4,10,4,9,0.8,1965,10,16
4.96,0,0.3,4,10,4,9,1.4,1965,10,17
5.33,0,0,4,10,4,9,8,1965,10,18
9.21,0,0,4,10,4,9,4.2,1965,10,19
11.87,0,0,4,10,4,9,6.1,1965,10,21
8.96,0,0,4,10,4,9,9.3,1965,10,22
7.87,0,0,4,10,4,9,7.5,1965,10,23
6.83,0,0,4,10,4,9,-1.6,1965,10,24
7.17,4,0,4,10,4,9,1.8,1965,10,25
6.08,0,0,4,10,4,9,0.5,1965,10,26
17,0,1.3,4,10,4,9,10.1,1965,10,27
20,0,0.2,4,10,4,9,8.8,1965,10,28
15.12,4,0,4,10,4,9,2.3,1965,10,29
21.62,0,1.8,4,10,4,9,7.2,1965,10,30
19.21,0,8.5,4,10,4,9,4.4,1965,10,31
12.04,0,0,4,10,4,9,0.1,1965,11,2
11.42,0,0.3,4,10,4,9,-3.8,1965,11,3
6.04,0,0,4,10,4,9,-2.6,1965,11,4
4.83,0,0,4,10,4,9,-1,1965,11,5
16,0,1.3,4,10,4,9,-0.5,1965,11,6
11.58,0,5.6,4,10,4,9,3.8,1965,11,7
9.59,0,1.4,4,10,4,9,1.6,1965,11,8
9.38,0,0.9,4,10,4,9,7.7,1965,11,9
6.96,0,0,4,10,4,9,7.5,1965,11,10
14.83,0,2.3,4,10,4,9,5.5,1965,11,11
6.75,0,0.7,4,10,4,9,1.5,1965,11,12
8.5,0,5.6,4,10,4,9,4.4,1965,11,13
11.63,4,0,4,10,4,9,0.5,1965,11,14
11.34,0,11.2,4,10,4,9,-6.6,1965,11,15
15.92,0,19.1,4,10,4,9,4,1965,11,18
9.75,0,2,4,10,4,9,5.4,1965,11,19
15.75,0,9,4,10,4,9,3.3,1965,11,20
10.75,0,5.3,4,10,4,9,-0.1,1965,11,21
10.67,4,0,4,10,4,9,-6.5,1965,11,22
20,0,5.8,4,10,4,9,-4.4,1965,11,23
7.46,0,28,4,10,4,9,-3.4,1965,11,24
13.75,0,7,4,10,4,9,3.3,1965,11,25
9.33,0,6.1,4,10,4,9,-4.4,1965,11,26
16.33,0,0.1,4,10,4,9,-1,1965,11,27
9.5,0,2.9,4,10,4,9,-3.2,1965,11,28
20.33,0,0.2,4,10,4,9,-1,1965,11,29
19.38,0,0,4,10,4,9,-3.3,1965,11,30
9.96,0,4.5,4,10,4,9,-6.5,1965,12,1
19.25,0,2.6,4,10,4,9,2.2,1965,12,2
15.96,0,0.6,4,10,4,9,0.8,1965,12,3
6.46,0,3.5,4,10,4,9,-3.8,1965,12,4
18.63,0,0.1,4,10,4,9,-1.1,1965,12,6
11,0,1.8,4,10,4,9,-2.2,1965,12,7
13.46,0,9.2,4,10,4,9,-1.2,1965,12,8
14.29,0,1,4,10,4,9,1.1,1965,12,10
11.54,0,4.2,4,10,4,9,-0.7,1965,12,11
8.92,0,13,4,10,4,9,-0.5,1965,12,12
14.29,0,0.8,4,10,4,9,2.2,1965,12,13
11.63,0,2.1,4,10,4,9,-2.7,1965,12,14
8.54,0,0,4,10,4,9,7.4,1965,12,15
8.21,0,3.7,4,10,4,9,-1.5,1965,12,16
17.92,0,0.8,4,10,4,9,-1.6,1965,12,17
7.5,0,0.8,4,10,4,9,2.1,1965,12,18
11.71,4,0,4,10,4,9,0.5,1965,12,19
8.96,0,0.1,4,10,4,9,-5.5,1965,12,20
9.42,0,0.1,4,10,4,9,-5.7,1965,12,21
9.38,0,4.3,4,10,4,9,2.7,1965,12,22
11.04,0,1,4,10,4,9,2.2,1965,12,23
7.12,0,1.6,4,10,4,9,3.7,1965,12,24
7.38,4,0,4,10,4,9,0,1965,12,25
5.79,0,0.3,4,10,4,9,-7.7,1965,12,26
6.38,0,0.3,4,10,4,9,-8.3,1965,12,27
6.58,0,1,4,10,4,9,-2.4,1965,12,28
12.5,0,1.4,4,10,4,9,-2.8,1965,12,29
17.41,0,1.7,4,10,4,9,0.1,1965,12,30
9.59,0,6.4,4,10,4,9,2.2,1965,12,31
21.79,0,0.8,0,9.1,0,4.4,2,1966,1,1
17.46,0,0.6,0,8.9,0,4.6,0.6,1966,1,2
7.83,0,0.9,0,7.2,0,1.2,-1.8,1966,1,3
15.46,0,5.1,0,12.8,1,-0.9,-3.9,1966,1,4
12.83,0,2.8,0,12.8,0,6.1,7.1,1966,1,5
10.96,0,1.6,0,12.9,0,7.9,3.9,1966,1,6
10.5,0,0,0,12.1,0,8.9,8.3,1966,1,7
12.5,0,0,0,11.1,0,7,6.1,1966,1,8
13.37,0,2.3,0,9.4,0,6.3,2.8,1966,1,9
19.21,0,27.8,0,7.4,0,4.6,3.9,1966,1,10
19.55,0,0,0,6,0,1.7,-1.3,1966,1,11
16.46,0,0,0,4.4,0,1.7,1.7,1966,1,12
12.29,0,0,0,3.9,0,2.8,1,1966,1,13
10.83,4,0,0,3.7,0,2.6,-2.1,1966,1,14
6.29,4,0,0,2,1,-2,-4.9,1966,1,15
4.71,0,3.5,0,1.9,1,-2,-1.1,1966,1,16
2.79,0,1.8,0,3.7,1,-1.1,-4.1,1966,1,17
8.5,4,0,0,3.3,0,0,-0.4,1966,1,18
14.33,4,0,0,3.1,1,-0.6,-1.7,1966,1,19
12.33,0,0,0,3,1,-0.4,0,1966,1,20
4.75,0,0,0,4.6,0,1.2,0,1966,1,21
8.54,0,0.3,0,5.1,0,1.7,0,1966,1,22
1.13,0,0.5,0,6,0,3.3,0,1966,1,23
8.08,0,13,0,6.7,0,2.8,0,1966,1,24
20.46,0,13.9,0,8.3,0,5.2,4.3,1966,1,25
19.08,0,7.4,0,8.7,0,5.9,5.8,1966,1,26
12.25,0,11.8,0,12.3,0,6.8,6.7,1966,1,27
17.46,0,0.2,0,13.3,0,6.7,5.9,1966,1,28
16.79,0,1,0,13,0,9.4,8.6,1966,1,29
14.33,4,0,0,11.1,0,7,3.7,1966,1,30
3.79,0,0.1,0,9.2,1,-0.7,-3.3,1966,1,31
13.75,0,2.8,0,10.6,0,5,0.6,1966,2,1
13.54,4,0,0,11.6,0,6.1,4.1,1966,2,2
10.96,0,4.3,0,13.8,0,6.7,0.4,1966,2,3
10.96,0,1,0,13.4,0,9.4,8.7,1966,2,4
19.33,0,2.9,0,12,0,8.8,6.2,1966,2,5
10.63,0,0.2,0,14,0,6.8,1.6,1966,2,6
8.04,0,8.8,0,9.6,0,6.1,3.2,1966,2,7
4.58,0,4.9,0,8.9,0,6.7,6,1966,2,8
6.13,0,1.6,0,7.3,0,4.9,3.9,1966,2,9
13.29,0,0,0,4.7,0,2.8,2.8,1966,2,10
11.42,0,2.9,0,4.6,0,2.4,1.7,1966,2,11
12.67,0,0.6,2,4.8,0,1.8,5,1966,2,12
11.63,0,0.2,0,4.4,0,1.7,1.4,1966,2,13
12.42,0,6.7,0,6.4,0,1.1,-0.6,1966,2,14
